pr_id	0	0	0	0	333	-1	-1	-1	-1
pr_id	1	0	0	334	667	-1	-1	-1	-1
pr_id	2	0	0	668	1000	-1	-1	-1	-1
pr_id	3	1	1	0	333	-1	-1	-1	-1
pr_id	4	1	1	334	667	-1	-1	-1	-1
pr_id	5	1	1	668	1000	-1	-1	-1	-1
pr_id	6	2	2	0	333	-1	-1	-1	-1
pr_id	7	2	2	334	667	-1	-1	-1	-1
pr_id	8	2	2	668	1000	-1	-1	-1	-1
pr_id	9	3	3	0	333	-1	-1	-1	-1
pr_id	10	3	3	334	667	-1	-1	-1	-1
pr_id	11	3	3	668	1000	-1	-1	-1	-1
pr_id	12	4	4	0	333	-1	-1	-1	-1
pr_id	13	4	4	334	667	-1	-1	-1	-1
pr_id	14	4	4	668	1000	-1	-1	-1	-1
pr_id	15	5	5	0	333	-1	-1	-1	-1
pr_id	16	5	5	334	667	-1	-1	-1	-1
pr_id	17	5	5	668	1000	-1	-1	-1	-1
pr_id	18	6	6	0	333	-1	-1	-1	-1
pr_id	19	6	6	334	667	-1	-1	-1	-1
pr_id	20	6	6	668	1000	-1	-1	-1	-1
pr_id	21	7	7	0	333	-1	-1	-1	-1
pr_id	22	7	7	334	667	-1	-1	-1	-1
pr_id	23	7	7	668	1000	-1	-1	-1	-1
pr_id	24	8	8	0	333	-1	-1	-1	-1
pr_id	25	8	8	334	667	-1	-1	-1	-1
pr_id	26	8	8	668	1000	-1	-1	-1	-1
pr_id	27	9	9	0	333	-1	-1	-1	-1
pr_id	28	9	9	334	667	-1	-1	-1	-1
pr_id	29	9	9	668	1000	-1	-1	-1	-1
pr_id	30	10	10	0	333	-1	-1	-1	-1
pr_id	31	10	10	334	667	-1	-1	-1	-1
pr_id	32	10	10	668	1000	-1	-1	-1	-1
pr_id	33	11	11	0	333	-1	-1	-1	-1
pr_id	34	11	11	334	667	-1	-1	-1	-1
pr_id	35	11	11	668	1000	-1	-1	-1	-1
pr_id	36	12	12	0	333	-1	-1	-1	-1
pr_id	37	12	12	334	667	-1	-1	-1	-1
pr_id	38	12	12	668	1000	-1	-1	-1	-1
pr_id	39	13	13	0	333	-1	-1	-1	-1
pr_id	40	13	13	334	667	-1	-1	-1	-1
pr_id	41	13	13	668	1000	-1	-1	-1	-1
pr_id	42	14	14	0	333	-1	-1	-1	-1
pr_id	43	14	14	334	667	-1	-1	-1	-1
pr_id	44	14	14	668	1000	-1	-1	-1	-1
pr_id	45	15	15	0	333	-1	-1	-1	-1
pr_id	46	15	15	334	667	-1	-1	-1	-1
pr_id	47	15	15	668	1000	-1	-1	-1	-1
pr_id	48	16	16	0	333	-1	-1	-1	-1
pr_id	49	16	16	334	667	-1	-1	-1	-1
pr_id	50	16	16	668	1000	-1	-1	-1	-1
pr_id	51	17	17	0	333	-1	-1	-1	-1
pr_id	52	17	17	334	667	-1	-1	-1	-1
pr_id	53	17	17	668	1000	-1	-1	-1	-1
pr_id	54	18	18	0	333	-1	-1	-1	-1
pr_id	55	18	18	334	667	-1	-1	-1	-1
pr_id	56	18	18	668	1000	-1	-1	-1	-1
pr_id	57	19	19	0	333	-1	-1	-1	-1
pr_id	58	19	19	334	667	-1	-1	-1	-1
pr_id	59	19	19	668	1000	-1	-1	-1	-1
pr_id	60	20	20	0	333	-1	-1	-1	-1
pr_id	61	20	20	334	667	-1	-1	-1	-1
pr_id	62	20	20	668	1000	-1	-1	-1	-1
pr_id	63	21	21	0	333	-1	-1	-1	-1
pr_id	64	21	21	334	667	-1	-1	-1	-1
pr_id	65	21	21	668	1000	-1	-1	-1	-1
pr_id	66	22	22	0	333	-1	-1	-1	-1
pr_id	67	22	22	334	667	-1	-1	-1	-1
pr_id	68	22	22	668	1000	-1	-1	-1	-1
pr_id	69	23	23	0	333	-1	-1	-1	-1
pr_id	70	23	23	334	667	-1	-1	-1	-1
pr_id	71	23	23	668	1000	-1	-1	-1	-1
pr_id	72	24	24	0	333	-1	-1	-1	-1
pr_id	73	24	24	334	667	-1	-1	-1	-1
pr_id	74	24	24	668	1000	-1	-1	-1	-1
pr_id	75	25	25	0	333	-1	-1	-1	-1
pr_id	76	25	25	334	667	-1	-1	-1	-1
pr_id	77	25	25	668	1000	-1	-1	-1	-1
pr_id	78	26	26	0	333	-1	-1	-1	-1
pr_id	79	26	26	334	667	-1	-1	-1	-1
pr_id	80	26	26	668	1000	-1	-1	-1	-1
pr_id	81	27	27	0	333	-1	-1	-1	-1
pr_id	82	27	27	334	667	-1	-1	-1	-1
pr_id	83	27	27	668	1000	-1	-1	-1	-1
pr_id	84	28	28	0	333	-1	-1	-1	-1
pr_id	85	28	28	334	667	-1	-1	-1	-1
pr_id	86	28	28	668	1000	-1	-1	-1	-1
pr_id	87	29	29	0	333	-1	-1	-1	-1
pr_id	88	29	29	334	667	-1	-1	-1	-1
pr_id	89	29	29	668	1000	-1	-1	-1	-1
pr_id	90	30	30	0	333	-1	-1	-1	-1
pr_id	91	30	30	334	667	-1	-1	-1	-1
pr_id	92	30	30	668	1000	-1	-1	-1	-1
pr_id	93	31	31	0	333	-1	-1	-1	-1
pr_id	94	31	31	334	667	-1	-1	-1	-1
pr_id	95	31	31	668	1000	-1	-1	-1	-1
pr_id	96	32	32	0	333	-1	-1	-1	-1
pr_id	97	32	32	334	667	-1	-1	-1	-1
pr_id	98	32	32	668	1000	-1	-1	-1	-1
pr_id	99	33	33	0	333	-1	-1	-1	-1
pr_id	100	33	33	334	667	-1	-1	-1	-1
pr_id	101	33	33	668	1000	-1	-1	-1	-1
pr_id	102	34	34	0	333	-1	-1	-1	-1
pr_id	103	34	34	334	667	-1	-1	-1	-1
pr_id	104	34	34	668	1000	-1	-1	-1	-1
pr_id	105	35	35	0	333	-1	-1	-1	-1
pr_id	106	35	35	334	667	-1	-1	-1	-1
pr_id	107	35	35	668	1000	-1	-1	-1	-1
pr_id	108	36	36	0	333	-1	-1	-1	-1
pr_id	109	36	36	334	667	-1	-1	-1	-1
pr_id	110	36	36	668	1000	-1	-1	-1	-1
pr_id	111	37	37	0	333	-1	-1	-1	-1
pr_id	112	37	37	334	667	-1	-1	-1	-1
pr_id	113	37	37	668	1000	-1	-1	-1	-1
pr_id	114	38	38	0	333	-1	-1	-1	-1
pr_id	115	38	38	334	667	-1	-1	-1	-1
pr_id	116	38	38	668	1000	-1	-1	-1	-1
pr_id	117	39	39	0	333	-1	-1	-1	-1
pr_id	118	39	39	334	667	-1	-1	-1	-1
pr_id	119	39	39	668	1000	-1	-1	-1	-1
pr_id	120	40	40	0	333	-1	-1	-1	-1
pr_id	121	40	40	334	667	-1	-1	-1	-1
pr_id	122	40	40	668	1000	-1	-1	-1	-1
pr_id	123	41	41	0	333	-1	-1	-1	-1
pr_id	124	41	41	334	667	-1	-1	-1	-1
pr_id	125	41	41	668	1000	-1	-1	-1	-1
pr_id	126	42	42	0	333	-1	-1	-1	-1
pr_id	127	42	42	334	667	-1	-1	-1	-1
pr_id	128	42	42	668	1000	-1	-1	-1	-1
pr_id	129	43	43	0	333	-1	-1	-1	-1
pr_id	130	43	43	334	667	-1	-1	-1	-1
pr_id	131	43	43	668	1000	-1	-1	-1	-1
pr_id	132	44	44	0	333	-1	-1	-1	-1
pr_id	133	44	44	334	667	-1	-1	-1	-1
pr_id	134	44	44	668	1000	-1	-1	-1	-1
pr_id	135	45	45	0	333	-1	-1	-1	-1
pr_id	136	45	45	334	667	-1	-1	-1	-1
pr_id	137	45	45	668	1000	-1	-1	-1	-1
pr_id	138	46	46	0	333	-1	-1	-1	-1
pr_id	139	46	46	334	667	-1	-1	-1	-1
pr_id	140	46	46	668	1000	-1	-1	-1	-1
pr_id	141	47	47	0	333	-1	-1	-1	-1
pr_id	142	47	47	334	667	-1	-1	-1	-1
pr_id	143	47	47	668	1000	-1	-1	-1	-1
pr_id	144	48	48	0	333	-1	-1	-1	-1
pr_id	145	48	48	334	667	-1	-1	-1	-1
pr_id	146	48	48	668	1000	-1	-1	-1	-1
pr_id	147	49	49	0	333	-1	-1	-1	-1
pr_id	148	49	49	334	667	-1	-1	-1	-1
pr_id	149	49	49	668	1000	-1	-1	-1	-1
pr_id	150	50	50	0	333	-1	-1	-1	-1
pr_id	151	50	50	334	667	-1	-1	-1	-1
pr_id	152	50	50	668	1000	-1	-1	-1	-1
pr_id	153	51	51	0	333	-1	-1	-1	-1
pr_id	154	51	51	334	667	-1	-1	-1	-1
pr_id	155	51	51	668	1000	-1	-1	-1	-1
pr_id	156	52	52	0	333	-1	-1	-1	-1
pr_id	157	52	52	334	667	-1	-1	-1	-1
pr_id	158	52	52	668	1000	-1	-1	-1	-1
pr_id	159	53	53	0	333	-1	-1	-1	-1
pr_id	160	53	53	334	667	-1	-1	-1	-1
pr_id	161	53	53	668	1000	-1	-1	-1	-1
pr_id	162	54	54	0	333	-1	-1	-1	-1
pr_id	163	54	54	334	667	-1	-1	-1	-1
pr_id	164	54	54	668	1000	-1	-1	-1	-1
pr_id	165	55	55	0	333	-1	-1	-1	-1
pr_id	166	55	55	334	667	-1	-1	-1	-1
