pr_id	0	0	0	0	0	-1	-1	-1	-1
pr_id	1	1	1	0	0	-1	-1	-1	-1
pr_id	2	2	2	0	0	-1	-1	-1	-1
pr_id	3	3	3	0	0	-1	-1	-1	-1
pr_id	4	4	4	0	0	-1	-1	-1	-1
pr_id	5	5	5	0	0	-1	-1	-1	-1
pr_id	6	6	6	0	0	-1	-1	-1	-1
pr_id	7	7	7	0	0	-1	-1	-1	-1
pr_id	8	8	8	0	0	-1	-1	-1	-1
pr_id	9	9	9	0	0	-1	-1	-1	-1
pr_id	10	10	10	0	0	-1	-1	-1	-1
pr_id	11	11	11	0	0	-1	-1	-1	-1
pr_id	12	12	12	0	0	-1	-1	-1	-1
pr_id	13	13	13	0	0	-1	-1	-1	-1
pr_id	14	14	14	0	0	-1	-1	-1	-1
pr_id	15	15	15	0	0	-1	-1	-1	-1
pr_id	16	16	16	0	0	-1	-1	-1	-1
pr_id	17	17	17	0	0	-1	-1	-1	-1
pr_id	18	18	18	0	0	-1	-1	-1	-1
pr_id	19	19	19	0	0	-1	-1	-1	-1
pr_id	20	20	20	0	0	-1	-1	-1	-1
pr_id	21	21	21	0	0	-1	-1	-1	-1
pr_id	22	22	22	0	0	-1	-1	-1	-1
pr_id	23	23	23	0	0	-1	-1	-1	-1
pr_id	24	24	24	0	0	-1	-1	-1	-1
pr_id	25	25	25	0	0	-1	-1	-1	-1
pr_id	26	26	26	0	0	-1	-1	-1	-1
pr_id	27	27	27	0	0	-1	-1	-1	-1
pr_id	28	28	28	0	0	-1	-1	-1	-1
pr_id	29	29	29	0	0	-1	-1	-1	-1
pr_id	30	30	30	0	0	-1	-1	-1	-1
pr_id	31	31	31	0	0	-1	-1	-1	-1
pr_id	32	32	32	0	0	-1	-1	-1	-1
pr_id	33	33	33	0	0	-1	-1	-1	-1
pr_id	34	34	34	0	0	-1	-1	-1	-1
pr_id	35	35	35	0	0	-1	-1	-1	-1
pr_id	36	36	36	0	0	-1	-1	-1	-1
pr_id	37	37	37	0	0	-1	-1	-1	-1
pr_id	38	38	38	0	0	-1	-1	-1	-1
pr_id	39	39	39	0	0	-1	-1	-1	-1
pr_id	40	40	40	0	0	-1	-1	-1	-1
pr_id	41	41	41	0	0	-1	-1	-1	-1
pr_id	42	42	42	0	0	-1	-1	-1	-1
pr_id	43	43	43	0	0	-1	-1	-1	-1
pr_id	44	44	44	0	0	-1	-1	-1	-1
pr_id	45	45	45	0	0	-1	-1	-1	-1
pr_id	46	46	46	0	0	-1	-1	-1	-1
pr_id	47	47	47	0	0	-1	-1	-1	-1
pr_id	48	48	48	0	0	-1	-1	-1	-1
pr_id	49	49	49	0	0	-1	-1	-1	-1
pr_id	50	50	50	0	0	-1	-1	-1	-1
pr_id	51	51	51	0	0	-1	-1	-1	-1
pr_id	52	52	52	0	0	-1	-1	-1	-1
pr_id	53	53	53	0	0	-1	-1	-1	-1
pr_id	54	54	54	0	0	-1	-1	-1	-1
pr_id	55	55	55	0	0	-1	-1	-1	-1
pr_id	56	56	56	0	0	-1	-1	-1	-1
pr_id	57	57	57	0	0	-1	-1	-1	-1
pr_id	58	58	58	0	0	-1	-1	-1	-1
